Sample#,jitter_arduino,gps_rpi,gps_pure,mote,SampleTime,units
10570,01,00,00,00,40,ns
10571,11,00,00,00,499.99,ms
10572,10,00,00,00,8,ns
10573,00,00,00,00,499.99,ms
10574,01,00,00,00,56,ns
10575,11,00,00,00,499.99,ms
10576,10,00,00,00,88,ns
10577,00,00,00,00,499.99,ms
10578,01,00,00,00,56,ns
10579,11,00,00,00,499.99,ms
10580,10,00,00,00,80,ns
10581,00,00,00,00,499.99,ms
10582,01,00,00,00,112,ns
10583,11,00,00,00,499.99,ms
10584,10,00,00,00,136,ns
10585,00,00,00,00,499.99,ms
10586,01,00,00,00,112,ns
10587,11,00,00,00,499.99,ms
10588,10,00,00,00,176,ns
10589,00,00,00,00,499.99,ms
10590,01,00,00,00,168,ns
10591,11,00,00,00,499.99,ms
10592,10,00,00,00,160,ns
10593,00,00,00,00,499.99,ms
10594,01,00,00,00,200,ns
10595,11,00,00,00,500.01,ms
10596,00,00,00,00,499.96,ms
10597,01,00,00,00,216,ns
10598,11,00,00,00,499.97,ms
10599,00,00,00,00,500.00,ms
10600,01,00,00,00,40,ns
10601,11,00,00,00,499.99,ms
10602,00,00,00,00,499.99,ms
10603,01,00,00,00,64,ns
10604,11,00,00,00,499.99,ms
10605,10,00,00,00,40,ns
10606,00,00,00,00,499.99,ms
10607,01,00,00,00,56,ns
10608,11,00,00,00,499.99,ms
10609,10,00,00,00,64,ns
10610,00,00,00,00,499.99,ms
10611,01,00,00,00,128,ns
10612,11,00,00,00,499.99,ms
10613,10,00,00,00,112,ns
10614,00,00,00,00,499.99,ms
10615,01,00,00,00,120,ns
10616,11,00,00,00,499.99,ms
10617,10,00,00,00,112,ns
10618,00,00,00,00,499.99,ms
10619,01,00,00,00,112,ns
10620,11,00,00,00,499.99,ms
10621,10,00,00,00,160,ns
10622,00,00,00,00,499.99,ms
10623,01,00,00,00,176,ns
10624,11,00,00,00,499.99,ms
10625,10,00,00,00,200,ns
10626,00,00,00,00,499.99,ms
10627,01,00,00,00,176,ns
10628,11,00,00,00,499.99,ms
10629,10,00,00,00,240,ns
10630,00,00,00,00,499.99,ms
10631,01,00,00,00,256,ns
10632,11,00,00,00,500.01,ms
10633,01,00,00,00,8,ns
10634,00,00,00,00,499.96,ms
10635,01,00,00,00,224,ns
10636,11,00,00,00,499.97,ms
10637,10,00,00,00,24,ns
10638,00,00,00,00,500.00,ms
10639,10,00,00,00,16,ns
10640,11,00,00,00,499.99,ms
10641,10,00,00,00,40,ns
10642,00,00,00,00,499.99,ms
10643,01,00,00,00,16,ns
10644,11,00,00,00,499.99,ms
10645,10,00,00,00,64,ns
10646,00,00,00,00,499.99,ms
10647,01,00,00,00,80,ns
10648,11,00,00,00,499.99,ms
10649,10,00,00,00,64,ns
10650,00,00,00,00,499.99,ms
10651,01,00,00,00,112,ns
10652,11,00,00,00,499.99,ms
10653,10,00,00,00,120,ns
10654,00,00,00,00,499.99,ms
10655,01,00,00,00,144,ns
10656,11,00,00,00,499.99,ms
10657,10,00,00,00,152,ns
10658,00,00,00,00,499.99,ms
10659,01,00,00,00,136,ns
10660,11,00,00,00,499.99,ms
10661,10,00,00,00,184,ns
10662,00,00,00,00,499.99,ms
10663,01,00,00,00,208,ns
10664,11,00,00,00,499.99,ms
10665,10,00,00,00,224,ns
10666,00,00,00,00,499.99,ms
10667,01,00,00,00,208,ns
10668,11,00,00,00,499.99,ms
10669,10,00,00,00,248,ns
10670,00,00,00,00,499.99,ms
10671,01,00,00,00,296,ns
10672,11,00,00,00,500.01,ms
10673,01,00,00,00,16,ns
10674,00,00,00,00,499.96,ms
10675,01,00,00,00,264,ns
10676,11,00,00,00,499.97,ms
10677,10,00,00,00,16,ns
10678,00,00,00,00,500.00,ms
10679,01,00,00,00,16,ns
10680,11,00,00,00,499.99,ms
10681,00,00,00,00,499.99,ms
10682,11,00,00,00,499.99,ms
10683,00,00,00,00,499.99,ms
10684,10,00,00,00,24,ns
10685,11,00,00,00,499.99,ms
10686,01,00,00,00,8,ns
10687,00,00,00,00,499.99,ms
10688,10,00,00,00,16,ns
10689,11,00,00,00,499.99,ms
10690,01,00,00,00,24,ns
10691,00,00,00,00,499.99,ms
10692,10,00,00,00,88,ns
10693,11,00,00,00,499.99,ms
10694,01,00,00,00,48,ns
10695,00,00,00,00,499.99,ms
10696,10,00,00,00,96,ns
10697,11,00,00,00,499.99,ms
10698,01,00,00,00,72,ns
10699,00,00,00,00,499.99,ms
10700,10,00,00,00,96,ns
10701,11,00,00,00,499.99,ms
10702,01,00,00,00,104,ns
10703,00,00,00,00,499.99,ms
10704,10,00,00,00,120,ns
10705,11,00,00,00,499.99,ms
10706,01,00,00,00,120,ns
10707,00,00,00,00,499.99,ms
10708,10,00,00,00,136,ns
10709,11,00,00,00,500.01,ms
10710,01,00,00,00,5.06,us
10711,00,00,00,00,499.96,ms
10712,10,00,00,00,192,ns
10713,11,00,00,00,499.97,ms
10714,10,00,00,00,8,ns
10715,00,00,00,00,500.00,ms
10716,10,00,00,00,8,ns
10717,11,00,00,00,499.99,ms
10718,10,00,00,00,16,ns
10719,00,00,00,00,499.99,ms
10720,10,00,00,00,32,ns
10721,11,00,00,00,499.99,ms
10722,01,00,00,00,48,ns
10723,00,00,00,00,499.99,ms
10724,10,00,00,00,88,ns
10725,11,00,00,00,499.99,ms
10726,01,00,00,00,32,ns
10727,00,00,00,00,499.99,ms
10728,10,00,00,00,72,ns
10729,11,00,00,00,499.99,ms
10730,01,00,00,00,72,ns
10731,00,00,00,00,499.99,ms
10732,10,00,00,00,104,ns
10733,11,00,00,00,499.99,ms
10734,01,00,00,00,136,ns
10735,00,00,00,00,499.99,ms
10736,10,00,00,00,128,ns
10737,11,00,00,00,499.99,ms
10738,01,00,00,00,112,ns
10739,00,00,00,00,499.99,ms
10740,10,00,00,00,128,ns
10741,11,00,00,00,499.99,ms
10742,01,00,00,00,152,ns
10743,00,00,00,00,499.99,ms
10744,10,00,00,00,160,ns
10745,11,00,00,00,499.99,ms
10746,01,00,00,00,168,ns
10747,00,00,00,00,499.99,ms
10748,10,00,00,00,184,ns
10749,11,00,00,00,500.01,ms
10750,10,00,00,00,8,ns
10751,00,00,00,00,499.96,ms
10752,10,00,00,00,200,ns
10753,11,00,00,00,499.97,ms
10754,10,00,00,00,16,ns
10755,00,00,00,00,500.00,ms
10756,10,00,00,00,24,ns
10757,11,00,00,00,499.99,ms
10758,01,00,00,00,8,ns
10759,00,00,00,00,499.99,ms
10760,10,00,00,00,24,ns
10761,11,00,00,00,499.99,ms
10762,01,00,00,00,16,ns
10763,00,00,00,00,499.99,ms
10764,10,00,00,00,8,ns
10765,11,00,00,00,499.99,ms
10766,01,00,00,00,80,ns
10767,00,00,00,00,499.99,ms
10768,10,00,00,00,24,ns
10769,11,00,00,00,499.99,ms
10770,01,00,00,00,64,ns
10771,00,00,00,00,499.99,ms
10772,10,00,00,00,80,ns
10773,11,00,00,00,499.99,ms
10774,01,00,00,00,96,ns
10775,00,00,00,00,499.99,ms
10776,10,00,00,00,128,ns
10777,11,00,00,00,499.99,ms
10778,01,00,00,00,128,ns
10779,00,00,00,00,499.99,ms
10780,10,00,00,00,144,ns
10781,11,00,00,00,499.99,ms
10782,01,00,00,00,144,ns
10783,00,00,00,00,499.99,ms
10784,10,00,00,00,144,ns
10785,11,00,00,00,499.99,ms
10786,01,00,00,00,184,ns
10787,00,00,00,00,499.99,ms
10788,10,00,00,00,224,ns
10789,11,00,00,00,500.01,ms
10790,01,00,00,00,5.00,us
10791,00,00,00,00,499.96,ms
10792,10,00,00,00,224,ns
10793,11,00,00,00,499.97,ms
10794,00,00,00,00,500.00,ms
10795,10,00,00,00,8,ns
10796,11,00,00,00,499.99,ms
10797,01,00,00,00,16,ns
10798,00,00,00,00,499.99,ms
10799,10,00,00,00,24,ns
10800,11,00,00,00,499.99,ms
10801,01,00,00,00,32,ns
10802,00,00,00,00,499.99,ms
10803,10,00,00,00,48,ns
10804,11,00,00,00,499.99,ms
10805,01,00,00,00,56,ns
10806,00,00,00,00,499.99,ms
10807,10,00,00,00,56,ns
10808,11,00,00,00,499.99,ms
10809,01,00,00,00,96,ns
10810,00,00,00,00,499.99,ms
10811,10,00,00,00,72,ns
10812,11,00,00,00,499.99,ms
10813,01,00,00,00,112,ns
10814,00,00,00,00,499.99,ms
10815,10,00,00,00,104,ns
10816,11,00,00,00,499.99,ms
10817,01,00,00,00,152,ns
10818,00,00,00,00,499.99,ms
10819,10,00,00,00,136,ns
10820,11,00,00,00,499.99,ms
10821,01,00,00,00,184,ns
10822,00,00,00,00,499.99,ms
10823,10,00,00,00,176,ns
10824,11,00,00,00,499.99,ms
10825,01,00,00,00,192,ns
10826,00,00,00,00,499.99,ms
10827,10,00,00,00,200,ns
10828,11,00,00,00,500.01,ms
10829,01,00,00,00,16,ns
10830,00,00,00,00,499.96,ms
10831,10,00,00,00,208,ns
10832,11,00,00,00,499.97,ms
10833,00,00,00,00,500.00,ms
10834,10,00,00,00,16,ns
10835,11,00,00,00,499.99,ms
10836,01,00,00,00,32,ns
10837,00,00,00,00,499.99,ms
10838,10,00,00,00,72,ns
10839,11,00,00,00,499.99,ms
10840,01,00,00,00,40,ns
10841,00,00,00,00,499.99,ms
10842,10,00,00,00,56,ns
10843,11,00,00,00,499.99,ms
10844,01,00,00,00,64,ns
10845,00,00,00,00,499.99,ms
10846,10,00,00,00,40,ns
10847,11,00,00,00,499.99,ms
10848,01,00,00,00,88,ns
10849,00,00,00,00,499.99,ms
10850,10,00,00,00,64,ns
10851,11,00,00,00,499.99,ms
10852,01,00,00,00,128,ns
10853,00,00,00,00,499.99,ms
10854,10,00,00,00,136,ns
10855,11,00,00,00,499.99,ms
10856,01,00,00,00,136,ns
10857,00,00,00,00,499.99,ms
10858,10,00,00,00,136,ns
10859,11,00,00,00,499.99,ms
10860,01,00,00,00,144,ns
10861,00,00,00,00,499.99,ms
10862,10,00,00,00,144,ns
10863,11,00,00,00,499.99,ms
10864,01,00,00,00,168,ns
10865,00,00,00,00,499.99,ms
10866,10,00,00,00,168,ns
10867,11,00,00,00,500.01,ms
10868,10,00,00,00,16,ns
10869,00,00,00,00,499.96,ms
10870,10,00,00,00,152,ns
10871,11,00,00,00,499.97,ms
10872,10,00,00,00,8,ns
10873,00,00,00,00,500.00,ms
10874,10,00,00,00,24,ns
10875,11,00,00,00,499.99,ms
10876,01,00,00,00,16,ns
10877,00,00,00,00,499.99,ms
10878,10,00,00,00,32,ns
10879,11,00,00,00,499.99,ms
10880,01,00,00,00,24,ns
10881,00,00,00,00,499.99,ms
10882,10,00,00,00,24,ns
10883,11,00,00,00,499.99,ms
10884,01,00,00,00,40,ns
10885,00,00,00,00,499.99,ms
10886,10,00,00,00,80,ns
10887,11,00,00,00,499.99,ms
10888,01,00,00,00,72,ns
10889,00,00,00,00,499.99,ms
10890,10,00,00,00,96,ns
10891,11,00,00,00,499.99,ms
10892,01,00,00,00,104,ns
10893,00,00,00,00,499.99,ms
10894,10,00,00,00,112,ns
10895,11,00,00,00,499.99,ms
10896,01,00,00,00,128,ns
10897,00,00,00,00,499.99,ms
10898,10,00,00,00,144,ns
10899,11,00,00,00,499.99,ms
10900,01,00,00,00,128,ns
10901,00,00,00,00,499.99,ms
10902,10,00,00,00,136,ns
10903,11,00,00,00,499.99,ms
10904,01,00,00,00,144,ns
10905,00,00,00,00,499.99,ms
10906,10,00,00,00,192,ns
10907,11,00,00,00,500.01,ms
10908,01,00,00,00,8,ns
10909,00,00,00,00,499.96,ms
10910,10,00,00,00,184,ns
10911,11,00,00,00,499.97,ms
10912,01,00,00,00,8,ns
10913,00,00,00,00,500.00,ms
10914,01,00,00,00,8,ns
10915,11,00,00,00,499.99,ms
10916,10,00,00,00,8,ns
10917,00,00,00,00,499.99,ms
10918,10,00,00,00,32,ns
10919,11,00,00,00,499.99,ms
10920,01,00,00,00,48,ns
10921,00,00,00,00,499.99,ms
10922,10,00,00,00,16,ns
10923,11,00,00,00,499.99,ms
10924,01,00,00,00,104,ns
10925,00,00,00,00,499.99,ms
10926,10,00,00,00,80,ns
10927,11,00,00,00,499.99,ms
10928,01,00,00,00,56,ns
10929,00,00,00,00,499.99,ms
10930,10,00,00,00,96,ns
10931,11,00,00,00,499.99,ms
10932,01,00,00,00,80,ns
10933,00,00,00,00,499.99,ms
10934,10,00,00,00,120,ns
10935,11,00,00,00,499.99,ms
10936,01,00,00,00,144,ns
10937,00,00,00,00,499.99,ms
10938,10,00,00,00,120,ns
10939,11,00,00,00,499.99,ms
10940,01,00,00,00,136,ns
10941,00,00,00,00,499.99,ms
10942,10,00,00,00,152,ns
10943,11,00,00,00,499.99,ms
10944,01,00,00,00,168,ns
10945,00,00,00,00,499.99,ms
10946,10,00,00,00,216,ns
10947,11,00,00,00,500.01,ms
10948,01,00,00,00,8,ns
10949,00,00,00,00,499.96,ms
10950,10,00,00,00,168,ns
10951,11,00,00,00,499.97,ms
10952,10,00,00,00,24,ns
10953,00,00,00,00,500.00,ms
10954,01,00,00,00,48,ns
10955,11,00,00,00,499.99,ms
10956,10,00,00,00,24,ns
10957,00,00,00,00,499.99,ms
10958,10,00,00,00,24,ns
10959,11,00,00,00,499.99,ms
10960,10,00,00,00,16,ns
10961,00,00,00,00,499.99,ms
10962,10,00,00,00,16,ns
10963,11,00,00,00,499.99,ms
10964,01,00,00,00,24,ns
10965,00,00,00,00,499.99,ms
10966,01,00,00,00,8,ns
10967,11,00,00,00,499.99,ms
10968,01,00,00,00,40,ns
10969,00,00,00,00,499.99,ms
10970,10,00,00,00,56,ns
10971,11,00,00,00,499.99,ms
10972,01,00,00,00,80,ns
10973,00,00,00,00,499.99,ms
10974,10,00,00,00,72,ns
10975,11,00,00,00,499.99,ms
10976,01,00,00,00,104,ns
10977,00,00,00,00,499.99,ms
10978,10,00,00,00,96,ns
10979,11,00,00,00,499.99,ms
10980,01,00,00,00,120,ns
10981,00,00,00,00,499.99,ms
10982,10,00,00,00,136,ns
10983,11,00,00,00,499.99,ms
10984,01,00,00,00,120,ns
10985,00,00,00,00,499.99,ms
10986,10,00,00,00,136,ns
10987,11,00,00,00,500.01,ms
10988,01,00,00,00,5.06,us
10989,00,00,00,00,499.96,ms
10990,10,00,00,00,144,ns
10991,11,00,00,00,499.97,ms
10992,01,00,00,00,8,ns
10993,00,00,00,00,500.00,ms
10994,11,00,00,00,499.99,ms
10995,10,00,00,00,16,ns
10996,00,00,00,00,499.99,ms
10997,01,00,00,00,8,ns
10998,11,00,00,00,499.99,ms
10999,01,00,00,00,24,ns
11000,00,00,00,00,499.99,ms
11001,10,00,00,00,48,ns
11002,11,00,00,00,499.99,ms
11003,01,00,00,00,24,ns
11004,00,00,00,00,499.99,ms
11005,10,00,00,00,48,ns
11006,11,00,00,00,499.99,ms
11007,01,00,00,00,80,ns
11008,00,00,00,00,499.99,ms
11009,10,00,00,00,96,ns
11010,11,00,00,00,499.99,ms
11011,01,00,00,00,88,ns
11012,00,00,00,00,499.99,ms
11013,10,00,00,00,128,ns
11014,11,00,00,00,499.99,ms
11015,01,00,00,00,120,ns
11016,00,00,00,00,499.99,ms
11017,10,00,00,00,112,ns
11018,11,00,00,00,499.99,ms
11019,01,00,00,00,128,ns
11020,00,00,00,00,499.99,ms
11021,10,00,00,00,128,ns
11022,11,00,00,00,499.99,ms
11023,01,00,00,00,152,ns
11024,00,00,00,00,499.99,ms
11025,10,00,00,00,160,ns
11026,11,00,00,00,500.01,ms
11027,01,00,00,00,8,ns
11028,00,00,00,00,499.96,ms
11029,10,00,00,00,168,ns
11030,11,00,00,00,499.97,ms
11031,01,00,00,00,8,ns
11032,00,00,00,00,500.00,ms
11033,10,00,00,00,16,ns
11034,11,00,00,00,499.99,ms
11035,01,00,00,00,8,ns
11036,00,00,00,00,499.99,ms
11037,10,00,00,00,24,ns
11038,11,00,00,00,499.99,ms
11039,01,00,00,00,24,ns
11040,00,00,00,00,499.99,ms
11041,01,00,00,00,8,ns
11042,11,00,00,00,499.99,ms
11043,01,00,00,00,40,ns
11044,00,00,00,00,499.99,ms
11045,10,00,00,00,32,ns
11046,11,00,00,00,499.99,ms
11047,01,00,00,00,48,ns
11048,00,00,00,00,499.99,ms
11049,10,00,00,00,16,ns
11050,11,00,00,00,499.99,ms
11051,01,00,00,00,96,ns
11052,00,00,00,00,499.99,ms
11053,10,00,00,00,104,ns
11054,11,00,00,00,499.99,ms
11055,01,00,00,00,80,ns
11056,00,00,00,00,499.99,ms
11057,10,00,00,00,64,ns
11058,11,00,00,00,499.99,ms
11059,01,00,00,00,104,ns
11060,00,00,00,00,499.99,ms
11061,10,00,00,00,56,ns
11062,11,00,00,00,499.99,ms
11063,01,00,00,00,128,ns
11064,00,00,00,00,499.99,ms
11065,10,00,00,00,128,ns
11066,11,00,00,00,500.01,ms
11067,10,00,00,00,8,ns
11068,00,00,00,00,499.96,ms
11069,10,00,00,00,144,ns
11070,11,00,00,00,499.97,ms
11071,01,00,00,00,8,ns
11072,00,00,00,00,500.00,ms
11073,11,00,00,00,499.99,ms
11074,10,00,00,00,24,ns
11075,00,00,00,00,499.99,ms
11076,10,00,00,00,16,ns
11077,11,00,00,00,499.99,ms
11078,10,00,00,00,24,ns
11079,00,00,00,00,499.99,ms
11080,10,00,00,00,8,ns
11081,11,00,00,00,499.99,ms
11082,01,00,00,00,16,ns
11083,00,00,00,00,499.99,ms
11084,10,00,00,00,32,ns
11085,11,00,00,00,499.99,ms
11086,01,00,00,00,16,ns
11087,00,00,00,00,499.99,ms
11088,10,00,00,00,80,ns
11089,11,00,00,00,499.99,ms
11090,01,00,00,00,32,ns
11091,00,00,00,00,499.99,ms
11092,10,00,00,00,56,ns
11093,11,00,00,00,499.99,ms
11094,01,00,00,00,56,ns
11095,00,00,00,00,499.99,ms
11096,10,00,00,00,96,ns
11097,11,00,00,00,499.99,ms
11098,01,00,00,00,80,ns
11099,00,00,00,00,499.99,ms
11100,10,00,00,00,104,ns
11101,11,00,00,00,499.99,ms
11102,01,00,00,00,120,ns
11103,00,00,00,00,499.99,ms
11104,10,00,00,00,504,ns
11105,11,00,00,00,500.01,ms
11106,10,00,00,00,8,ns
11107,00,00,00,00,499.96,ms
11108,10,00,00,00,120,ns
11109,11,00,00,00,499.97,ms
11110,00,00,00,00,500.00,ms
11111,10,00,00,00,32,ns
11112,11,00,00,00,499.99,ms
11113,01,00,00,00,24,ns
11114,00,00,00,00,499.99,ms
11115,10,00,00,00,40,ns
11116,11,00,00,00,499.99,ms
11117,01,00,00,00,56,ns
11118,00,00,00,00,499.99,ms
11119,10,00,00,00,24,ns
11120,11,00,00,00,499.99,ms
11121,01,00,00,00,64,ns
11122,00,00,00,00,499.99,ms
11123,10,00,00,00,48,ns
11124,11,00,00,00,499.99,ms
11125,01,00,00,00,80,ns
11126,00,00,00,00,499.99,ms
11127,10,00,00,00,64,ns
11128,11,00,00,00,499.99,ms
11129,01,00,00,00,120,ns
11130,00,00,00,00,499.99,ms
11131,10,00,00,00,112,ns
11132,11,00,00,00,499.99,ms
11133,01,00,00,00,120,ns
11134,00,00,00,00,499.99,ms
11135,10,00,00,00,160,ns
11136,11,00,00,00,499.99,ms
11137,01,00,00,00,104,ns
11138,00,00,00,00,499.99,ms
11139,10,00,00,00,144,ns
11140,11,00,00,00,499.99,ms
11141,01,00,00,00,176,ns
11142,00,00,00,00,499.99,ms
11143,10,00,00,00,136,ns
11144,11,00,00,00,500.01,ms
11145,01,00,00,00,8,ns
11146,00,00,00,00,499.96,ms
11147,10,00,00,00,192,ns
11148,11,00,00,00,499.97,ms
11149,01,00,00,00,24,ns
11150,00,00,00,00,500.00,ms
11151,01,00,00,00,8,ns
11152,11,00,00,00,499.99,ms
11153,01,00,00,00,40,ns
11154,00,00,00,00,499.99,ms
11155,10,00,00,00,56,ns
11156,11,00,00,00,499.99,ms
11157,01,00,00,00,32,ns
11158,00,00,00,00,499.99,ms
11159,10,00,00,00,64,ns
11160,11,00,00,00,499.99,ms
11161,01,00,00,00,40,ns
11162,00,00,00,00,499.99,ms
11163,10,00,00,00,56,ns
11164,11,00,00,00,499.99,ms
11165,01,00,00,00,48,ns
11166,00,00,00,00,499.99,ms
11167,10,00,00,00,104,ns
11168,11,00,00,00,499.99,ms
11169,01,00,00,00,112,ns
11170,00,00,00,00,499.99,ms
11171,10,00,00,00,112,ns
11172,11,00,00,00,499.99,ms
11173,01,00,00,00,104,ns
11174,00,00,00,00,499.99,ms
11175,10,00,00,00,120,ns
11176,11,00,00,00,499.99,ms
11177,01,00,00,00,144,ns
11178,00,00,00,00,499.99,ms
11179,10,00,00,00,144,ns
11180,11,00,00,00,499.99,ms
11181,01,00,00,00,160,ns
11182,00,00,00,00,499.99,ms
11183,10,00,00,00,152,ns
11184,11,00,00,00,500.01,ms
11185,10,00,00,00,32,ns
11186,00,00,00,00,499.96,ms
11187,10,00,00,00,176,ns
11188,11,00,00,00,499.97,ms
11189,10,00,00,00,8,ns
11190,00,00,00,00,500.00,ms
11191,10,00,00,00,16,ns
11192,11,00,00,00,499.99,ms
11193,00,00,00,00,499.99,ms
11194,01,00,00,00,24,ns
11195,11,00,00,00,499.99,ms
11196,01,00,00,00,32,ns
11197,00,00,00,00,499.99,ms
11198,10,00,00,00,16,ns
11199,11,00,00,00,499.99,ms
11200,01,00,00,00,56,ns
11201,00,00,00,00,499.99,ms
11202,10,00,00,00,48,ns
11203,11,00,00,00,499.99,ms
11204,01,00,00,00,24,ns
11205,00,00,00,00,499.99,ms
11206,10,00,00,00,56,ns
11207,11,00,00,00,499.99,ms
11208,01,00,00,00,80,ns
11209,00,00,00,00,499.99,ms
11210,10,00,00,00,96,ns
11211,11,00,00,00,499.99,ms
11212,01,00,00,00,88,ns
11213,00,00,00,00,499.99,ms
11214,10,00,00,00,88,ns
11215,11,00,00,00,499.99,ms
11216,01,00,00,00,64,ns
11217,00,00,00,00,499.99,ms
11218,10,00,00,00,112,ns
11219,11,00,00,00,499.99,ms
11220,01,00,00,00,104,ns
11221,00,00,00,00,499.99,ms
11222,10,00,00,00,128,ns
11223,11,00,00,00,500.01,ms
11224,01,00,00,00,32,ns
11225,00,00,00,00,499.96,ms
11226,10,00,00,00,176,ns
11227,11,00,00,00,499.97,ms
11228,01,00,00,00,8,ns
11229,00,00,00,00,500.00,ms
11230,10,00,00,00,48,ns
11231,11,00,00,00,499.99,ms
11232,01,00,00,00,16,ns
11233,00,00,00,00,499.99,ms
11234,10,00,00,00,16,ns
11235,11,00,00,00,499.99,ms
11236,01,00,00,00,32,ns
11237,00,00,00,00,499.99,ms
11238,10,00,00,00,40,ns
11239,11,00,00,00,499.99,ms
11240,01,00,00,00,48,ns
11241,00,00,00,00,499.99,ms
11242,10,00,00,00,96,ns
11243,11,00,00,00,499.99,ms
11244,01,00,00,00,56,ns
11245,00,00,00,00,499.99,ms
11246,10,00,00,00,112,ns
11247,11,00,00,00,499.99,ms
11248,01,00,00,00,80,ns
11249,00,00,00,00,499.99,ms
11250,10,00,00,00,112,ns
11251,11,00,00,00,499.99,ms
11252,01,00,00,00,96,ns
11253,00,00,00,00,499.99,ms
11254,10,00,00,00,96,ns
11255,11,00,00,00,499.99,ms
11256,01,00,00,00,104,ns
11257,00,00,00,00,499.99,ms
11258,10,00,00,00,160,ns
11259,11,00,00,00,499.99,ms
11260,01,00,00,00,128,ns
11261,00,00,00,00,499.99,ms
11262,10,00,00,00,88,ns
11263,11,00,00,00,500.01,ms
11264,10,00,00,00,16,ns
11265,00,00,00,00,499.96,ms
11266,10,00,00,00,144,ns
11267,11,00,00,00,499.97,ms
11268,01,00,00,00,48,ns
11269,00,00,00,00,500.00,ms
11270,10,00,00,00,16,ns
11271,11,00,00,00,499.99,ms
11272,01,00,00,00,104,ns
11273,00,00,00,00,499.99,ms
11274,10,00,00,00,96,ns
11275,11,00,00,00,499.99,ms
11276,01,00,00,00,96,ns
11277,00,00,00,00,499.99,ms
11278,10,00,00,00,112,ns
11279,11,00,00,00,499.99,ms
11280,01,00,00,00,88,ns
11281,00,00,00,00,499.99,ms
11282,10,00,00,00,56,ns
11283,11,00,00,00,499.99,ms
11284,01,00,00,00,112,ns
11285,00,00,00,00,499.99,ms
11286,10,00,00,00,128,ns
11287,11,00,00,00,499.99,ms
11288,01,00,00,00,120,ns
11289,00,00,00,00,499.99,ms
11290,10,00,00,00,136,ns
11291,11,00,00,00,499.99,ms
11292,01,00,00,00,144,ns
11293,00,00,00,00,499.99,ms
11294,10,00,00,00,144,ns
11295,11,00,00,00,499.99,ms
11296,01,00,00,00,136,ns
11297,00,00,00,00,499.99,ms
11298,10,00,00,00,176,ns
11299,11,00,00,00,499.99,ms
11300,01,00,00,00,168,ns
11301,00,00,00,00,499.99,ms
11302,10,00,00,00,192,ns
11303,11,00,00,00,500.01,ms
11304,10,00,00,00,32,ns
11305,00,00,00,00,499.96,ms
11306,10,00,00,00,216,ns
11307,11,00,00,00,499.97,ms
11308,01,00,00,00,16,ns
11309,00,00,00,00,500.00,ms
11310,10,00,00,00,40,ns
11311,11,00,00,00,499.99,ms
11312,01,00,00,00,48,ns
11313,00,00,00,00,499.99,ms
11314,10,00,00,00,56,ns
11315,11,00,00,00,499.99,ms
11316,01,00,00,00,56,ns
11317,00,00,00,00,499.99,ms
11318,10,00,00,00,64,ns
11319,11,00,00,00,499.99,ms
11320,01,00,00,00,72,ns
11321,00,00,00,00,499.99,ms
11322,10,00,00,00,96,ns
11323,11,00,00,00,499.99,ms
11324,01,00,00,00,104,ns
11325,00,00,00,00,499.99,ms
11326,10,00,00,00,128,ns
11327,11,00,00,00,499.99,ms
11328,01,00,00,00,104,ns
11329,00,00,00,00,499.99,ms
11330,10,00,00,00,64,ns
11331,11,00,00,00,499.99,ms
11332,01,00,00,00,104,ns
11333,00,00,00,00,499.99,ms
11334,10,00,00,00,120,ns
11335,11,00,00,00,499.99,ms
11336,01,00,00,00,144,ns
11337,00,00,00,00,499.99,ms
11338,10,00,00,00,112,ns
11339,11,00,00,00,499.99,ms
11340,01,00,00,00,168,ns
11341,00,00,00,00,499.99,ms
11342,10,00,00,00,448,ns
11343,11,00,00,00,500.01,ms
11344,01,00,00,00,8,ns
11345,00,00,00,00,499.96,ms
11346,10,00,00,00,168,ns
11347,11,00,00,00,499.97,ms
11348,01,00,00,00,8,ns
11349,00,00,00,00,500.00,ms
11350,10,00,00,00,24,ns
11351,11,00,00,00,499.99,ms
11352,01,00,00,00,32,ns
11353,00,00,00,00,499.99,ms
11354,10,00,00,00,8,ns
11355,11,00,00,00,499.99,ms
11356,01,00,00,00,48,ns
11357,00,00,00,00,499.99,ms
11358,10,00,00,00,56,ns
11359,11,00,00,00,499.99,ms
11360,01,00,00,00,64,ns
11361,00,00,00,00,499.99,ms
11362,10,00,00,00,64,ns
11363,11,00,00,00,499.99,ms
11364,01,00,00,00,88,ns
11365,00,00,00,00,499.99,ms
11366,10,00,00,00,72,ns
11367,11,00,00,00,499.99,ms
11368,01,00,00,00,80,ns
11369,00,00,00,00,499.99,ms
11370,10,00,00,00,72,ns
11371,11,00,00,00,499.99,ms
11372,01,00,00,00,88,ns
11373,00,00,00,00,499.99,ms
11374,10,00,00,00,72,ns
11375,11,00,00,00,499.99,ms
11376,01,00,00,00,104,ns
11377,00,00,00,00,499.99,ms
11378,10,00,00,00,96,ns
11379,11,00,00,00,499.99,ms
11380,01,00,00,00,152,ns
11381,00,00,00,00,499.99,ms
11382,10,00,00,00,112,ns
11383,11,00,00,00,500.01,ms
11384,00,00,00,00,499.96,ms
11385,10,00,00,00,128,ns
11386,11,00,00,00,499.97,ms
11387,00,00,00,00,500.00,ms
11388,01,00,00,00,16,ns
11389,11,00,00,00,499.99,ms
