Sample#,gps_arduino,pps_mirror,gps_rpi,gps_pure,mote,SampleTime,units
20528,11,00,11,00,10,3.94,us
20529,11,00,11,00,11,1.74,ms
20530,10,00,11,00,11,9.28,us
20531,00,00,11,00,11,400.14,ms
20532,00,00,01,00,11,104.88,us
20533,00,00,00,00,11,97.99,ms
20534,00,00,00,00,01,8.31,us
20535,00,00,00,00,00,1.71,ms
20536,10,00,00,00,00,1.95,us
20537,11,00,00,00,00,299.97,ms
20538,11,00,00,10,00,48,ns
20539,11,00,00,11,00,100.00,ms
20540,11,00,00,01,00,40,ns
20541,11,00,00,00,00,124.70,us
20542,11,10,00,00,00,17.21,us
20543,11,11,00,00,00,6.43,us
20544,11,01,00,00,00,23.65,us
20545,11,00,00,00,00,30.65,us
20546,11,00,10,00,00,85.98,us
20547,11,00,11,00,00,98.01,ms
20548,11,00,11,00,10,21.35,us
20549,11,00,11,00,11,1.66,ms
20550,01,00,11,00,11,2.23,us
20551,00,00,11,00,11,400.21,ms
20552,00,00,01,00,11,55.20,us
20553,00,00,00,00,11,98.05,ms
20554,00,00,00,00,01,4.40,us
20555,00,00,00,00,00,1.76,ms
20556,10,00,00,00,00,2.52,us
20557,11,00,00,00,00,299.91,ms
20558,11,00,00,10,00,32,ns
20559,11,00,00,11,00,100.00,ms
20560,11,00,00,01,00,40,ns
20561,11,00,00,00,00,120.76,us
20562,11,01,00,00,00,7.31,us
20563,11,11,00,00,00,18.10,us
20564,11,10,00,00,00,56.16,us
20565,11,10,10,00,00,67.57,us
20566,11,10,11,00,00,11.52,us
20567,11,00,11,00,00,98.03,ms
20568,11,00,11,00,10,13.66,us
20569,11,00,11,00,11,1.72,ms
20570,10,00,11,00,11,7.62,us
20571,00,00,11,00,11,400.15,ms
20572,00,00,01,00,11,59.61,us
20573,00,00,00,00,11,98.05,ms
20574,00,00,00,00,01,11.32,us
20575,00,00,00,00,00,1.68,ms
20576,10,00,00,00,00,1.42,us
20577,11,00,00,00,00,299.97,ms
20578,11,00,00,10,00,40,ns
20579,11,00,00,11,00,100.00,ms
20580,11,00,00,01,00,32,ns
20581,11,00,00,00,00,129.41,us
20582,11,01,00,00,00,18.69,us
20583,11,11,00,00,00,6.43,us
20584,11,10,00,00,00,24.14,us
20585,11,00,00,00,00,41.34,us
20586,11,00,10,00,00,48.94,us
20587,11,00,11,00,00,98.06,ms
20588,11,00,11,00,10,5.20,us
20589,11,00,11,00,11,1.64,ms
20590,10,00,11,00,11,408,ns
20591,00,00,11,00,11,400.22,ms
20592,00,00,01,00,11,76.29,us
20593,00,00,00,00,11,98.04,ms
20594,00,00,00,00,01,8.22,us
20595,00,00,00,00,00,1.74,ms
20596,01,00,00,00,00,2.13,us
20597,11,00,00,00,00,299.91,ms
20598,11,00,00,10,00,40,ns
20599,11,00,00,11,00,100.00,ms
20600,11,00,00,01,00,48,ns
20601,11,00,00,00,00,126.37,us
20602,11,10,00,00,00,21.94,us
20603,11,11,00,00,00,4.69,us
20604,11,01,00,00,00,40.25,us
20605,11,00,00,00,00,19.27,us
20606,11,00,10,00,00,65.38,us
20607,11,00,11,00,00,98.06,ms
20608,11,00,11,00,10,20.36,us
20609,11,00,11,00,11,1.68,ms
20610,10,00,11,00,11,872,ns
20611,00,00,11,00,11,400.16,ms
20612,00,00,01,00,11,43.35,us
20613,00,00,00,00,11,98.09,ms
20614,00,00,00,00,01,6.76,us
20615,00,00,00,00,00,1.65,ms
20616,01,00,00,00,00,2.54,us
20617,11,00,00,00,00,299.98,ms
20618,11,00,00,10,00,32,ns
20619,11,00,00,11,00,100.00,ms
20620,11,00,00,01,00,32,ns
20621,11,00,00,00,00,123.22,us
20622,11,01,00,00,00,5.74,us
20623,11,11,00,00,00,25.04,us
20624,11,01,00,00,00,60.95,us
20625,11,01,10,00,00,99.22,us
20626,11,00,10,00,00,494.02,us
20627,11,00,11,00,00,97.55,ms
20628,11,00,11,00,10,14.51,us
20629,11,00,11,00,11,1.61,ms
20630,01,00,11,00,11,7.36,us
20631,00,00,11,00,11,400.21,ms
20632,00,00,01,00,11,18.58,us
20633,00,00,00,00,11,98.13,ms
20634,00,00,00,00,01,15.40,us
20635,00,00,00,00,00,1.70,ms
20636,10,00,00,00,00,5.72,us
20637,11,00,00,00,00,299.91,ms
20638,11,00,00,10,00,24,ns
20639,11,00,00,11,00,100.00,ms
20640,11,00,00,01,00,24,ns
20641,11,00,00,00,00,128.46,us
20642,11,01,00,00,00,3.29,us
20643,11,11,00,00,00,21.48,us
20644,11,10,00,00,00,4.18,us
20645,11,00,00,00,00,59.66,us
20646,11,00,10,00,00,27.82,us
20647,11,00,11,00,00,98.13,ms
20648,11,00,11,00,10,9.90,us
20649,11,00,11,00,11,1.66,ms
20650,10,00,11,00,11,6.25,us
20651,00,00,11,00,11,400.15,ms
20652,00,00,01,00,11,3.39,us
20653,00,00,00,00,11,98.16,ms
20654,00,00,00,00,01,18.98,us
20655,00,00,00,00,00,1.62,ms
20656,10,00,00,00,00,2.98,us
20657,11,00,00,00,00,299.97,ms
20658,11,00,00,10,00,24,ns
20659,11,00,00,11,00,100.00,ms
20660,11,00,00,01,00,16,ns
20661,11,00,00,00,00,147.80,us
20662,11,01,00,00,00,11.90,us
20663,11,11,00,00,00,31.92,us
20664,11,01,00,00,00,15.63,us
20665,11,00,00,00,00,11.09,us
20666,11,00,10,00,00,74.34,us
20667,11,00,11,00,00,98.10,ms
20668,11,00,11,00,10,9.26,us
20669,11,00,11,00,11,1.58,ms
20670,01,00,11,00,11,1.90,us
20671,00,00,11,00,11,400.22,ms
20672,00,00,01,00,11,3.81,us
20673,00,00,00,00,11,98.17,ms
20674,00,00,00,00,01,12.73,us
20675,00,00,00,00,00,1.67,ms
20676,10,00,00,00,00,176,ns
20677,11,00,00,00,00,299.91,ms
20678,11,00,00,10,00,24,ns
20679,11,00,00,11,00,100.00,ms
20680,11,00,00,01,00,16,ns
20681,11,00,00,00,00,121.53,us
20682,11,01,00,00,00,10.10,us
20683,11,11,00,00,00,25.21,us
20684,11,01,00,00,00,15.98,us
20685,11,00,00,00,00,42.25,us
20686,11,00,10,00,00,20.10,us
20687,11,00,11,00,00,98.16,ms
20688,11,00,11,00,10,17.72,us
20689,11,00,11,00,11,1.63,ms
20690,01,00,11,00,11,1.43,us
20691,00,00,11,00,11,400.15,ms
20692,00,00,01,00,11,49.57,us
20693,00,00,00,00,11,98.14,ms
20694,00,00,00,00,01,19.77,us
20695,00,00,00,00,00,1.59,ms
20696,01,00,00,00,00,240,ns
20697,11,00,00,00,00,299.98,ms
20698,11,00,00,10,00,24,ns
20699,11,00,00,11,00,100.00,ms
20700,11,00,00,01,00,24,ns
20701,11,00,00,00,00,161.71,us
20702,11,10,00,00,00,8.48,us
20703,11,11,00,00,00,23.54,us
20704,11,01,00,00,00,5.14,us
20705,11,00,00,00,00,19.67,us
20706,11,00,10,00,00,61.91,us
20707,11,00,11,00,00,98.11,ms
20708,11,00,11,00,01,13.02,us
20709,11,00,11,00,11,1.57,ms
20710,10,00,11,00,11,1.28,us
20711,00,00,11,00,11,400.22,ms
20712,00,00,01,00,11,8.35,us
20713,00,00,00,00,11,98.17,ms
20714,00,00,00,00,10,17.65,us
20715,00,00,00,00,00,1.68,ms
20716,01,00,00,00,00,2.92,us
20717,11,00,00,00,00,299.91,ms
20718,11,00,00,10,00,16,ns
20719,11,00,00,11,00,100.00,ms
20720,11,00,00,01,00,16,ns
20721,11,00,00,00,00,126.60,us
20722,11,10,00,00,00,25.44,us
20723,11,00,00,00,00,23.22,us
20724,11,01,00,00,00,30.70,us
20725,11,00,00,00,00,6.06,us
20726,11,00,10,00,00,77.45,us
20727,11,00,11,00,00,98.10,ms
20728,11,00,11,00,01,17.61,us
20729,11,00,11,00,11,1.64,ms
20730,10,00,11,00,11,3.96,us
20731,00,00,11,00,11,400.15,ms
20732,00,00,01,00,11,2.14,us
20733,00,00,00,00,11,98.18,ms
20734,00,00,00,00,10,22.29,us
20735,00,00,00,00,00,1.59,ms
20736,01,00,00,00,00,5.66,us
20737,11,00,00,00,00,299.98,ms
20738,11,00,00,10,00,24,ns
20739,11,00,00,11,00,100.00,ms
20740,11,00,00,01,00,24,ns
20741,11,00,00,00,00,127.82,us
20742,11,10,00,00,00,11.60,us
20743,11,11,00,00,00,12.62,us
20744,11,01,00,00,00,27.46,us
20745,11,00,00,00,00,34.19,us
20746,11,00,10,00,00,28.34,us
20747,11,00,11,00,00,98.17,ms
20748,11,00,11,00,01,17.30,us
20749,11,00,11,00,11,1.56,ms
20750,01,00,11,00,11,4.18,us
20751,00,00,11,00,11,400.21,ms
20752,00,00,01,00,11,58.26,us
20753,00,00,00,00,11,98.15,ms
20754,00,00,00,00,10,15.62,us
20755,00,00,00,00,00,1.65,ms
20756,10,00,00,00,00,2.47,us
20757,11,00,00,00,00,299.91,ms
20758,11,00,00,10,00,8,ns
20759,11,00,00,11,00,100.00,ms
20760,11,00,00,01,00,8,ns
20761,11,00,00,00,00,144.39,us
20762,11,01,00,00,00,5.43,us
20763,11,11,00,00,00,34.38,us
20764,11,10,00,00,00,34.18,us
20765,11,10,10,00,00,42.86,us
20766,11,10,11,00,00,69.11,us
20767,11,00,11,00,00,98.09,ms
20768,11,00,11,00,01,28.58,us
20769,11,00,11,00,11,1.59,ms
20770,01,00,11,00,11,10.19,us
20771,00,00,11,00,11,400.15,ms
20772,00,00,10,00,11,22.25,us
20773,00,00,00,00,11,98.18,ms
20774,00,00,00,00,10,19.54,us
20775,00,00,00,00,00,1.57,ms
20776,10,00,00,00,00,1.57,us
20777,11,00,00,00,00,299.98,ms
20778,11,00,00,10,00,16,ns
20779,11,00,00,11,00,100.00,ms
20780,11,00,00,01,00,16,ns
20781,11,00,00,00,00,125.46,us
20782,11,10,00,00,00,26.02,us
20783,11,00,00,00,00,21.41,us
20784,11,01,00,00,00,29.74,us
20785,11,00,00,00,00,33.78,us
20786,11,00,10,00,00,48.70,us
20787,11,00,11,00,00,98.15,ms
20788,11,00,11,00,01,14.41,us
20789,11,00,11,00,11,1.53,ms
20790,01,00,11,00,11,3.58,us
20791,00,00,11,00,11,400.22,ms
20792,00,00,10,00,11,22.42,us
20793,00,00,00,00,11,98.20,ms
20794,00,00,00,00,10,24.28,us
20795,00,00,00,00,00,1.62,ms
20796,10,00,00,00,00,3.91,us
20797,11,00,00,00,00,299.91,ms
20798,11,00,00,10,00,8,ns
20799,11,00,00,11,00,100.00,ms
20800,11,00,00,01,00,8,ns
20801,11,00,00,00,00,132.84,us
20802,11,10,00,00,00,2.41,us
20803,11,11,00,00,00,24.78,us
20804,11,01,00,00,00,13.82,us
20805,11,00,00,00,00,64.42,us
20806,11,00,10,00,00,9.87,us
20807,11,00,11,00,00,98.20,ms
20808,11,00,11,00,01,17.07,us
20809,11,00,11,00,11,1.58,ms
20810,01,00,11,00,11,4.28,us
20811,00,00,11,00,11,400.16,ms
20812,00,00,10,00,11,21.77,us
20813,00,00,00,00,11,98.21,ms
20814,00,00,00,00,10,17.67,us
20815,00,00,00,00,00,1.54,ms
20816,01,00,00,00,00,6.24,us
20817,11,00,00,00,00,299.98,ms
20818,11,00,00,10,00,16,ns
20819,11,00,00,11,00,100.00,ms
20820,11,00,00,01,00,16,ns
20821,11,00,00,00,00,141.74,us
20822,11,01,00,00,00,7.16,us
20823,11,11,00,00,00,31.34,us
20824,11,01,00,00,00,62.68,us
20825,11,01,10,00,00,76.45,us
20826,11,00,10,00,00,494.67,us
20827,11,00,11,00,00,97.65,ms
20828,11,00,11,00,01,20.99,us
20829,11,00,11,00,11,1.50,ms
20830,10,00,11,00,11,1.83,us
20831,00,00,11,00,11,400.24,ms
20832,00,00,01,00,11,3.70,us
20833,00,00,00,00,11,98.22,ms
20834,00,00,00,00,10,17.85,us
20835,00,00,00,00,00,1.59,ms
20836,01,00,00,00,00,1.18,us
20837,11,00,00,00,00,299.92,ms
20838,11,00,00,10,00,8,ns
20839,11,00,00,11,00,100.00,ms
20840,11,00,00,01,00,16,ns
20841,11,00,00,00,00,123.04,us
20842,11,10,00,00,00,26.22,us
20843,11,00,00,00,00,8.45,us
20844,11,01,00,00,00,44.19,us
20845,11,00,00,00,00,36.04,us
20846,11,00,10,00,00,48.24,us
20847,11,00,11,00,00,98.19,ms
20848,11,00,11,00,01,10.36,us
20849,11,00,11,00,11,1.55,ms
20850,01,00,11,00,11,1.55,us
20851,00,00,11,00,11,400.19,ms
20852,00,00,10,00,11,1.81,us
20853,00,00,00,00,11,98.23,ms
20854,00,00,00,00,10,28.42,us
20855,00,00,00,00,00,1.51,ms
20856,10,00,00,00,00,3.86,us
20857,11,00,00,00,00,299.97,ms
20858,11,00,00,10,00,16,ns
20859,11,00,00,11,00,100.00,ms
20860,11,00,00,01,00,16,ns
20861,11,00,00,00,00,134.58,us
20862,11,10,00,00,00,1.98,us
20863,11,11,00,00,00,24.58,us
20864,11,01,00,00,00,408,ns
20865,11,00,00,00,00,81.59,us
20866,11,00,10,00,00,31.06,us
20867,11,00,11,00,00,98.21,ms
20868,11,00,11,00,01,25.38,us
20869,11,00,11,00,11,1.47,ms
20870,10,00,11,00,11,1.00,us
20871,00,00,11,00,11,400.25,ms
20872,00,00,01,00,11,2.75,us
20873,00,00,00,00,11,98.25,ms
20874,00,00,00,00,10,17.42,us
20875,00,00,00,00,00,1.57,ms
20876,10,00,00,00,00,8.24,us
20877,11,00,00,00,00,299.91,ms
20878,11,00,00,10,00,8,ns
20879,11,00,00,11,00,100.00,ms
20880,11,00,00,01,00,8,ns
20881,11,00,00,00,00,144.09,us
20882,11,01,00,00,00,4.06,us
20883,11,11,00,00,00,23.38,us
20884,11,10,00,00,00,9.05,us
20885,11,00,00,00,00,65.47,us
20886,11,00,10,00,00,17.42,us
20887,11,00,11,00,00,98.23,ms
20888,11,00,11,00,01,24.09,us
20889,11,00,11,00,11,1.52,ms
20890,01,00,11,00,11,6.58,us
20891,00,00,11,00,11,400.18,ms
20892,00,00,01,00,11,4.15,us
20893,00,00,00,00,11,98.25,ms
20894,00,00,00,00,10,20.81,us
20895,00,00,00,00,00,1.49,ms
20896,01,00,00,00,00,3.94,us
20897,11,00,00,00,00,299.98,ms
20898,11,00,00,10,00,8,ns
20899,11,00,00,11,00,100.00,ms
20900,11,00,00,01,00,8,ns
20901,11,00,00,00,00,151.02,us
20902,11,10,00,00,00,11.95,us
20903,11,11,00,00,00,16.14,us
20904,11,01,00,00,00,39.47,us
20905,11,00,00,00,00,26.13,us
20906,11,00,10,00,00,41.10,us
20907,11,00,11,00,00,98.11,ms
20908,11,00,11,00,01,119.62,us
20909,11,00,11,00,11,1.46,ms
20910,01,00,11,00,11,2.42,us
20911,00,00,11,00,11,400.25,ms
20912,00,00,10,00,11,3.62,us
20913,00,00,00,00,11,98.16,ms
20914,00,00,00,00,10,233.02,us
20915,00,00,00,00,00,1.44,ms
20916,10,00,00,00,00,968,ns
20917,11,00,00,00,00,299.92,ms
20918,11,00,00,11,00,100.00,ms
20919,11,00,00,00,00,134.22,us
20920,11,10,00,00,00,960,ns
20921,11,11,00,00,00,24.29,us
20922,11,10,00,00,00,1.58,us
20923,11,00,00,00,00,83.52,us
20924,11,00,10,00,00,29.89,us
20925,11,00,11,00,00,98.13,ms
20926,11,00,11,00,01,133.20,us
20927,11,00,11,00,11,1.50,ms
20928,01,00,11,00,11,3.58,us
20929,00,00,11,00,11,400.19,ms
20930,00,00,01,00,11,11.42,us
20931,00,00,00,00,11,98.16,ms
20932,00,00,00,00,10,132.47,us
20933,00,00,00,00,00,1.47,ms
20934,01,00,00,00,00,6.58,us
20935,11,00,00,00,00,299.98,ms
20936,11,00,00,11,00,100.00,ms
20937,11,00,00,00,00,136.94,us
20938,11,10,00,00,00,5.02,us
20939,11,11,00,00,00,23.91,us
20940,11,01,00,00,00,2.52,us
20941,11,00,00,00,00,79.88,us
20942,11,00,10,00,00,10.90,us
20943,11,00,11,00,00,98.19,ms
20944,11,00,11,00,01,103.32,us
20945,11,00,11,00,11,1.42,ms
20946,10,00,11,00,11,5.42,us
20947,00,00,11,00,11,400.24,ms
20948,00,00,01,00,11,10.91,us
20949,00,00,00,00,11,98.17,ms
20950,00,00,00,00,10,141.82,us
20951,00,00,00,00,00,1.52,ms
20952,01,00,00,00,00,7.08,us
20953,11,00,00,00,00,299.91,ms
20954,11,00,00,10,00,8,ns
20955,11,00,00,11,00,100.00,ms
20956,11,00,00,01,00,8,ns
20957,11,00,00,00,00,123.41,us
20958,11,10,00,00,00,37.15,us
20959,11,11,00,00,00,58.60,us
20960,11,10,00,00,00,23.41,us
20961,11,10,10,00,00,37.40,us
20962,11,00,10,00,00,7.55,us
20963,11,00,11,00,00,98.13,ms
20964,11,00,11,00,01,135.18,us
20965,11,00,11,00,11,1.48,ms
20966,01,00,11,00,11,128,ns
20967,00,00,11,00,11,400.16,ms
20968,00,00,01,00,11,30.00,us
20969,00,00,00,00,11,98.18,ms
20970,00,00,00,00,10,143.92,us
20971,00,00,00,00,00,1.45,ms
20972,10,00,00,00,00,432,ns
20973,11,00,00,00,00,299.97,ms
20974,11,00,00,11,00,100.00,ms
20975,11,00,00,00,00,131.98,us
20976,11,10,00,00,00,2.99,us
20977,11,11,00,00,00,23.27,us
20978,11,01,00,00,00,15.33,us
20979,11,00,00,00,00,35.19,us
20980,11,00,10,00,00,39.60,us
20981,11,00,11,00,00,98.17,ms
20982,11,00,11,00,01,147.75,us
20983,11,00,11,00,11,1.41,ms
20984,01,00,11,00,11,704,ns
20985,00,00,11,00,11,400.21,ms
20986,00,00,01,00,11,45.99,us
20987,00,00,00,00,11,98.18,ms
20988,00,00,00,00,10,143.57,us
20989,00,00,00,00,00,1.50,ms
20990,10,00,00,00,00,1.00,us
20991,11,00,00,00,00,299.91,ms
20992,11,00,00,11,00,100.00,ms
20993,11,00,00,00,00,138.55,us
20994,11,01,00,00,00,10.95,us
20995,11,11,00,00,00,29.53,us
20996,11,10,00,00,00,1.05,us
20997,11,00,00,00,00,34.47,us
20998,11,00,10,00,00,39.25,us
20999,11,00,11,00,00,98.19,ms
21000,11,00,11,00,01,150.55,us
21001,11,00,11,00,11,1.45,ms
21002,01,00,11,00,11,1.28,us
21003,00,00,11,00,11,400.15,ms
21004,00,00,01,00,11,59.16,us
21005,00,00,00,00,11,98.18,ms
21006,00,00,00,00,10,147.22,us
21007,00,00,00,00,00,1.42,ms
21008,10,00,00,00,00,1.58,us
21009,11,00,00,00,00,299.98,ms
21010,11,00,00,01,00,8,ns
21011,11,00,00,11,00,100.00,ms
21012,11,00,00,10,00,8,ns
21013,11,00,00,00,00,124.15,us
21014,11,10,00,00,00,26.00,us
21015,11,00,00,00,00,17.13,us
21016,11,01,00,00,00,39.53,us
21017,11,01,10,00,00,141.48,us
21018,11,00,10,00,00,510.43,us
21019,11,00,11,00,00,97.59,ms
21020,11,00,11,00,01,141.38,us
21021,11,00,11,00,11,1.38,ms
21022,01,00,11,00,11,696,ns
21023,00,00,11,00,11,400.21,ms
21024,00,00,01,00,11,71.00,us
21025,00,00,00,00,11,98.18,ms
21026,00,00,00,00,10,157.85,us
21027,00,00,00,00,00,1.47,ms
21028,10,00,00,00,00,2.16,us
21029,11,00,00,00,00,299.92,ms
21030,11,00,00,01,00,8,ns
21031,11,00,00,11,00,100.00,ms
21032,11,00,00,00,00,125.21,us
21033,11,10,00,00,00,24.26,us
21034,11,11,00,00,00,304,ns
21035,11,01,00,00,00,23.63,us
21036,11,00,00,00,00,34.64,us
21037,11,00,10,00,00,65.02,us
21038,11,00,11,00,00,98.21,ms
21039,11,00,11,00,01,125.10,us
21040,11,00,11,00,11,1.43,ms
21041,01,00,11,00,11,2.44,us
21042,00,00,11,00,11,400.15,ms
21043,00,00,01,00,11,68.49,us
21044,00,00,00,00,11,98.19,ms
21045,00,00,00,00,10,155.02,us
21046,00,00,00,00,00,1.40,ms
21047,10,00,00,00,00,2.74,us
21048,11,00,00,00,00,299.97,ms
21049,11,00,00,11,00,100.00,ms
21050,11,00,00,00,00,149.26,us
21051,11,10,00,00,00,1.22,us
21052,11,11,00,00,00,25.31,us
21053,11,10,00,00,00,6.43,us
21054,11,00,00,00,00,29.70,us
21055,11,00,10,00,00,62.60,us
21056,11,00,11,00,00,98.19,ms
21057,11,00,11,00,01,165.20,us
21058,11,00,11,00,11,1.35,ms
21059,01,00,11,00,11,1.86,us
21060,00,00,11,00,11,400.20,ms
21061,00,00,01,00,11,67.97,us
21062,00,00,00,00,11,98.20,ms
21063,00,00,00,00,10,163.53,us
21064,00,00,00,00,00,1.45,ms
21065,10,00,00,00,00,3.33,us
21066,11,00,00,00,00,299.91,ms
21067,11,00,00,01,00,8,ns
21068,11,00,00,11,00,100.00,ms
21069,11,00,00,10,00,8,ns
21070,11,00,00,00,00,123.19,us
21071,11,10,00,00,00,25.18,us
21072,11,00,00,00,00,20.04,us
21073,11,01,00,00,00,29.70,us
21074,11,00,00,00,00,2.94,us
21075,11,00,10,00,00,79.58,us
21076,11,00,11,00,00,98.19,ms
21077,11,00,11,00,01,160.43,us
21078,11,00,11,00,11,1.42,ms
21079,01,00,11,00,11,3.60,us
21080,00,00,11,00,11,400.14,ms
21081,00,00,01,00,11,69.00,us
21082,00,00,00,00,11,98.20,ms
21083,00,00,00,00,10,169.20,us
21084,00,00,00,00,00,1.37,ms
21085,10,00,00,00,00,2.73,us
21086,11,00,00,00,00,299.98,ms
21087,11,00,00,11,00,100.00,ms
21088,11,00,00,10,00,8,ns
21089,11,00,00,00,00,152.02,us
21090,11,10,00,00,00,9.00,us
21091,11,11,00,00,00,18.88,us
21092,11,01,00,00,00,8.21,us
21093,11,00,00,00,00,19.39,us
21094,11,00,10,00,00,90.66,us
21095,11,00,11,00,00,98.36,ms
21096,11,00,11,00,01,1.74,us
21097,11,00,11,00,11,1.32,ms
21098,01,00,11,00,11,3.02,us
21099,00,00,11,00,11,400.21,ms
21100,00,00,01,00,11,82.25,us
21101,00,00,00,00,11,98.38,ms
21102,00,00,00,00,10,2.22,us
21103,00,00,00,00,00,1.41,ms
21104,10,00,00,00,00,4.49,us
21105,11,00,00,00,00,299.91,ms
21106,11,00,00,01,00,16,ns
21107,11,00,00,11,00,100.00,ms
21108,11,00,00,10,00,16,ns
21109,11,00,00,00,00,147.39,us
21110,11,01,00,00,00,840,ns
21111,11,11,00,00,00,24.35,us
21112,11,10,00,00,00,7.22,us
21113,11,00,00,00,00,29.16,us
21114,11,00,10,00,00,65.84,us
21115,11,00,11,00,00,98.40,ms
21116,11,00,11,00,01,3.75,us
21117,11,00,11,00,11,1.36,ms
21118,10,00,11,00,11,6.18,us
21119,00,00,11,00,11,400.14,ms
21120,00,00,01,00,11,72.85,us
21121,00,00,00,00,11,98.41,ms
21122,00,00,00,00,01,6.12,us
21123,00,00,00,00,00,1.32,ms
21124,01,00,00,00,00,7.06,us
21125,11,00,00,00,00,299.98,ms
21126,11,00,00,01,00,8,ns
21127,11,00,00,11,00,100.00,ms
21128,11,00,00,00,00,125.71,us
21129,11,10,00,00,00,24.41,us
21130,11,00,00,00,00,15.82,us
21131,11,01,00,00,00,30.26,us
21132,11,00,00,00,00,6.74,us
21133,11,00,10,00,00,105.03,us
21134,11,00,11,00,00,98.38,ms
21135,11,00,11,00,10,43.40,us
21136,11,00,11,00,11,1.25,ms
21137,10,00,11,00,11,6.78,us
21138,00,00,11,00,11,400.20,ms
21139,00,00,01,00,11,72.63,us
21140,00,00,00,00,11,98.42,ms
21141,00,00,00,00,01,9.40,us
21142,00,00,00,00,00,1.37,ms
21143,01,00,00,00,00,5.30,us
21144,11,00,00,00,00,299.91,ms
21145,11,00,00,01,00,8,ns
21146,11,00,00,11,00,100.00,ms
21147,11,00,00,10,00,8,ns
21148,11,00,00,00,00,131.08,us
21149,11,10,00,00,00,3.94,us
21150,11,11,00,00,00,26.02,us
21151,11,10,00,00,00,40.31,us
21152,11,10,10,00,00,73.48,us
21153,11,10,11,00,00,15.10,us
21154,11,00,11,00,00,98.41,ms
21155,11,00,11,00,10,6.11,us
21156,11,00,11,00,11,1.33,ms
21157,01,00,11,00,11,4.74,us
21158,00,00,11,00,11,400.16,ms
21159,00,00,01,00,11,101.51,us
21160,00,00,00,00,11,98.39,ms
21161,00,00,00,00,01,18.86,us
21162,00,00,00,00,00,1.29,ms
21163,01,00,00,00,00,5.91,us
21164,11,00,00,00,00,299.98,ms
21165,11,00,00,01,00,8,ns
21166,11,00,00,11,00,100.00,ms
21167,11,00,00,10,00,8,ns
21168,11,00,00,00,00,145.57,us
21169,11,01,00,00,00,6.10,us
21170,11,11,00,00,00,20.44,us
21171,11,10,00,00,00,9.35,us
21172,11,00,00,00,00,41.59,us
21173,11,00,10,00,00,50.46,us
21174,11,00,11,00,00,98.44,ms
21175,11,00,11,00,10,11.16,us
21176,11,00,11,00,11,1.25,ms
21177,01,00,11,00,11,5.31,us
21178,00,00,11,00,11,400.22,ms
21179,00,00,01,00,11,60.10,us
21180,00,00,00,00,11,98.44,ms
21181,00,00,00,00,01,17.35,us
21182,00,00,00,00,00,1.34,ms
21183,10,00,00,00,00,6.79,us
21184,11,00,00,00,00,299.91,ms
21185,11,00,00,01,00,8,ns
21186,11,00,00,11,00,100.00,ms
21187,11,00,00,10,00,8,ns
21188,11,00,00,00,00,124.59,us
21189,11,10,00,00,00,25.74,us
21190,11,00,00,00,00,12.62,us
21191,11,01,00,00,00,29.53,us
21192,11,00,00,00,00,22.46,us
21193,11,00,10,00,00,92.43,us
21194,11,00,11,00,00,98.42,ms
21195,11,00,11,00,10,20.34,us
21196,11,00,11,00,11,1.30,ms
21197,01,00,11,00,11,1.83,us
21198,00,00,11,00,11,400.16,ms
21199,00,00,01,00,11,61.09,us
21200,00,00,00,00,11,98.46,ms
21201,00,00,00,00,01,15.46,us
21202,00,00,00,00,00,1.26,ms
21203,01,00,00,00,00,6.78,us
21204,11,00,00,00,00,299.98,ms
21205,11,00,00,01,00,8,ns
21206,11,00,00,11,00,100.00,ms
21207,11,00,00,00,00,137.54,us
21208,11,01,00,00,00,22.70,us
21209,11,11,00,00,00,25.93,us
21210,11,01,00,00,00,31.61,us
21211,11,01,10,00,00,81.41,us
21212,11,00,10,00,00,488.01,us
21213,11,00,11,00,00,97.95,ms
21214,11,00,11,00,10,15.53,us
21215,11,00,11,00,11,1.22,ms
21216,10,00,11,00,11,4.47,us
21217,00,00,11,00,11,400.22,ms
21218,00,00,01,00,11,65.74,us
21219,00,00,00,00,11,98.46,ms
21220,00,00,00,00,01,27.40,us
21221,00,00,00,00,00,1.31,ms
21222,10,00,00,00,00,7.86,us
21223,11,00,00,00,00,299.91,ms
21224,11,00,00,11,00,100.00,ms
21225,11,00,00,00,00,143.76,us
21226,11,01,00,00,00,4.17,us
21227,11,11,00,00,00,21.13,us
21228,11,10,00,00,00,10.43,us
21229,11,00,00,00,00,43.46,us
21230,11,00,10,00,00,22.38,us
21231,11,00,11,00,00,98.52,ms
21232,11,00,11,00,10,45.66,us
21233,11,00,11,00,11,1.23,ms
21234,01,00,11,00,11,7.05,us
21235,00,00,11,00,11,400.16,ms
21236,00,00,01,00,11,20.50,us
21237,00,00,00,00,11,98.52,ms
21238,00,00,00,00,01,30.25,us
21239,00,00,00,00,00,1.22,ms
21240,01,00,00,00,00,3.61,us
21241,11,00,00,00,00,299.98,ms
21242,11,00,00,01,00,8,ns
21243,11,00,00,11,00,100.00,ms
21244,11,00,00,10,00,8,ns
21245,11,00,00,00,00,124.78,us
21246,11,10,00,00,00,27.65,us
21247,11,00,00,00,00,5.07,us
21248,11,01,00,00,00,47.17,us
21249,11,00,00,00,00,6.82,us
21250,11,00,10,00,00,63.16,us
21251,11,00,11,00,00,98.49,ms
